nose_x,nose_y,relbow_x,relbow_y,rwrist_x,rwrist_y,lelbow_x,lelbow_y,lwrist_x,lwrist_y,lr_wrist_dist,r_wrist_to_nose_dist,r_wrist_velocity_y,label
-0.04666666666666708,-0.09259259259259267,-0.3233333333333337,0.15740740740740722,-0.21000000000000035,0.16666666666666666,0.3199999999999997,0.1592592592592592,0.16999999999999926,0.14814814814814806,0.4004284399591527,0.30641987743851995,-1.3877787807814457e-17,texting
-0.03333333333333344,-0.09259259259259267,-0.30000000000000016,0.16481481481481475,-0.19000000000000014,0.16666666666666666,0.33333333333333337,0.15740740740740733,0.18666666666666645,0.14814814814814806,0.39028128156240993,0.30291881413359634,0.0,texting
-0.03666666666666685,-0.09259259259259267,-0.306666666666667,0.15740740740740722,-0.19000000000000036,0.16666666666666666,0.3266666666666665,0.1592592592592592,0.17666666666666608,0.14814814814814806,0.4004284399591527,0.3012083574915726,0.0,texting
-0.036666666666666736,-0.09259259259259267,-0.30333333333333345,0.15740740740740722,-0.19000000000000014,0.16666666666666666,0.3300000000000001,0.15740740740740733,0.1799999999999996,0.14814814814814806,0.4004284399591527,0.30120835749157254,0.0,texting
-0.05000000000000049,-0.09259259259259267,-0.3166666666666672,0.15740740740740722,-0.20000000000000065,0.1592592592592591,0.3166666666666663,0.15740740740740733,0.16999999999999926,0.14814814814814806,0.40042843995915267,0.29313709298075386,-0.0037037037037037784,texting
-0.03333333333333344,-0.0907407407407408,-0.30000000000000016,0.1592592592592591,-0.1900000000000001,0.1685185185185185,0.33333333333333337,0.1592592592592592,0.19666666666666666,0.1499999999999999,0.4004284399591526,0.30291881413359634,0.004629629629629706,texting
-0.03333333333333344,-0.0888888888888889,-0.30000000000000016,0.16111111111111098,-0.1833333333333336,0.1703703703703704,0.33333333333333337,0.1611111111111111,0.18999999999999986,0.1518518518518518,0.4004284399591527,0.29952523017545596,0.0009259259259259411,texting
-0.05000000000000049,-0.09259259259259267,-0.3166666666666672,0.15740740740740722,-0.20000000000000065,0.16666666666666666,0.3166666666666663,0.15740740740740733,0.17333333333333278,0.14814814814814806,0.3970987030607947,0.29952523017545596,-0.0018518518518518684,texting
-0.04666666666666708,-0.09259259259259267,-0.3133333333333338,0.15740740740740722,-0.1966666666666672,0.16666666666666666,0.3199999999999997,0.15740740740740733,0.1766666666666662,0.14814814814814806,0.3904394133897352,0.29952523017545596,0.0,texting
-0.03333333333333344,-0.09259259259259267,-0.3166666666666672,0.15740740740740722,-0.20000000000000065,0.16666666666666666,0.3166666666666663,0.15740740740740733,0.1833333333333329,0.14814814814814806,0.3871098637844714,0.3082095736498751,0.0,texting
